Sub,Zona,Sucursal,Coordinacion,Marca,Fecha de Corte,Calidad de Cartera H,Colocado PP H,Cartera H,Colocado Neto H,Colocado Neto al Corriente H,Mora H,Distribuidoras Totales H,Distribuidoras al Corriente H,Distribuidoras en Mora H,Clientes Totales H,Clientes al Corriente H,Clientes con H,Var Calidad,Var Colocado Neto,Var Colocado N al Corriente,Var Mora,Var Dist Tot,Var Dist Corriente,Var Dist en Mora,Var Clientes Tot,Var Clientes al Cte,Var H,Recup Calidad,Recup Mora,Recup Dv en Mora
Noreste,San Luis,Matehuala,Matehuala B,Vale Amigo,01/07/2026,78.45%,624432,3769192,4393624,3446930,946694,98,66,32,901,625,,1.05%,195352,197511,-2159,0,-1,1,-2,9,-12,78.45%,946694.08,32
Noreste,San Luis,Matehuala,Matehuala C,Viva Vale,01/07/2026,77.89%,362983,2215242,2578226,2008066,570160,52,38,14,554,406,,-0.01%,69079,53669,15410,0,-1,1,10,6,,77.89%,570159.55,14
Noreste,San Luis,Matehuala,Matehuala D,Viva Vale,01/07/2026,82.64%,309818,1869827,2179645,1801253,378393,63,47,16,497,400,,-0.46%,120794,90336,30458,1,-1,2,27,19,,82.64%,378392.63,16
Noreste,Tamaulipas,Altamira,Altamira A,Vale Amigo,01/07/2026,65.97%,642658,3844590,4487247,2960116,1527131,101,69,32,885,497,20,-2.93%,10859,-123882,134741,-3,-6,3,4,-9,-21,65.97%,1527131.46,32
Noreste,Tamaulipas,Altamira,Altamira B,Vale Amigo,01/07/2026,75.72%,869664,4432197,5301861,4014484,1287377,116,78,38,999,641,11,0.22%,189318,154604,34714,1,-3,4,-2,2,-18,75.72%,1287377.3,38
Noreste,Tamaulipas,Altamira,Altamira C,Vale Amigo,01/07/2026,76.71%,828546,3908955,4737502,3634313,1103189,102,72,30,850,565,4,-2.66%,248062,70802,177260,0,-4,4,20,3,-21,76.71%,1103189.23,30
Noreste,Tamaulipas,Altamira,Altamira D,Vale Amigo,01/07/2026,62.25%,1287672,7242025,8529697,5310051,3219646,117,53,64,1452,721,8,-0.61%,104007,13671,90336,-2,-3,1,-34,-5,-46,62.25%,3219645.55,64
Noreste,Tamaulipas,Altamira,Altamira E,Vale Amigo,01/07/2026,73.00%,759294,4873008,5632303,4111335,1520968,99,58,41,1179,773,12,-7.56%,156993,-299466,456459,0,-4,4,65,-15,3,73.00%,1520968.09,41
Noreste,Tamaulipas,Altamira,Altamira F,Viva Vale,01/07/2026,92.59%,552078,4019007,4571085,4232269,338816,83,79,4,801,722,23,-3.28%,274879,113663,161216,2,0,2,32,-22,23,92.59%,338815.92,4
Noreste,Tamaulipas,Altamira,Altamira G,Viva Vale,01/07/2026,75.95%,801109,4973067,5774176,4385762,1388414,107,70,37,1147,694,132,-1.54%,318229,157583,160646,0,-4,4,46,-41,68,75.95%,1388414.24,37
Noreste,Tamaulipas,Tampico Norte,Tampico Norte A,Vale Amigo,01/07/2026,75.52%,1048124,6417439,7465562,5637698,1827864,118,82,36,1421,916,44,-1.87%,294871,88810,206061,1,-4,5,16,-38,11,75.52%,1827864.01,36
Noreste,Tamaulipas,Tampico Norte,Tampico Norte B,Vale Amigo,01/07/2026,82.68%,935963,6049523,6985486,5775646,1209840,128,95,33,1352,1021,26,0.81%,296366,299206,-2840,3,3,0,51,53,-2,82.68%,1209840.27,33
Noreste,Tamaulipas,Tampico Norte,Tampico Norte C,Vale Amigo,01/07/2026,73.95%,1052238,5973096,7025334,5195272,1830061,146,79,67,1479,898,31,1.89%,166535,252889,-86355,2,2,0,14,0,31,73.95%,1830061.38,67
Noreste,Tamaulipas,Tampico Norte,Tampico Norte D,Vale Amigo,01/07/2026,61.96%,928381,5627419,6555800,4061747,2494053,142,77,65,1342,703,31,0.82%,195171,173010,22161,2,-1,3,4,-23,10,61.96%,2494052.58,65
Noreste,Tampico,Tampico Centro,Tampico Centro A,Vale Amigo,01/07/2026,74.47%,1401222,9077683,10478906,7803898,2675007,149,95,54,2009,1408,,-0.01%,373442,277269,96173,2,1,1,44,30,,74.47%,2675007.46,54
Noreste,Tampico,Tampico Centro,Tampico Centro B,Vale Amigo,01/07/2026,59.37%,1168341,6007056,7175397,4260218,2915179,152,86,66,1515,767,49,-0.40%,49358,475,48883,-2,-3,1,21,21,-9,59.37%,2915178.94,66
Noreste,Tampico,Tampico Centro,Tampico Centro C,Vale Amigo,01/07/2026,76.68%,1182324,6901724,8084049,6198722,1885327,155,104,51,1603,1155,12,-1.24%,316284,145953,170332,-1,-5,4,-5,-46,7,76.68%,1885326.59,51
Noreste,Tampico,Tampico Centro,Tampico Centro D,Vale Amigo,01/07/2026,69.55%,1322726,8589886,9912612,6894399,3018214,128,82,46,1839,1174,,-1.26%,423219,174379,248840,1,-1,2,62,33,,69.55%,3018213.73,46
Noreste,Tampico,Tampico Centro,Tampico Centro E,Viva Vale,01/07/2026,78.60%,738985,6249383,6988369,5492644,1495725,122,96,26,1482,1138,5,-2.85%,292617,38861,253757,2,-1,3,94,74,-28,78.60%,1495724.77,26
Noreste,Tampico,Tampico Centro,Tampico Centro F,Viva Vale,01/07/2026,71.26%,888774,7269775,8158549,5813871,2344678,165,124,41,1720,1172,20,-8.14%,263816,-454951,718767,1,-6,7,52,-110,9,71.26%,2344677.93,41
Noreste,Tampico,Tampico Madero,Tampico Madero A,Vale Amigo,01/07/2026,52.02%,1315584,7428475,8744058,4548376,4195682,150,77,73,1806,834,18,-7.56%,282830,-492383,775213,2,-3,5,62,18,-69,52.02%,4195682.36,73
Noreste,Tampico,Tampico Madero,Tampico Madero B,Vale Amigo,01/07/2026,63.77%,1196988,7646157,8843145,5638998,3204147,127,67,60,1758,974,12,-1.87%,301132,32374,268758,2,-1,3,33,-34,12,63.77%,3204147.01,60
Noreste,Tampico,Tampico Madero,Tampico Madero C,Vale Amigo,01/07/2026,60.65%,1227520,7324638,8552158,5187004,3365154,166,92,74,1773,914,7,0.10%,158949,104738,54210,2,0,2,24,26,-18,60.65%,3365153.59,74
Noreste,Tampico,Tampico Madero,Tampico Madero D,Viva Vale,01/07/2026,76.76%,589451,4414090,5003541,3840622,1162919,91,70,21,994,707,69,-2.50%,246313,69899,176414,2,-1,3,60,24,7,76.76%,1162918.59,21
Noreste,Tampico,Tampico Madero,Tampico Madero E,Viva Vale,01/07/2026,81.69%,507758,3793071,4300829,3513242,787587,86,72,14,857,669,10,1.36%,366656,353196,13460,2,1,1,78,66,4,81.69%,787587.28,14
Noreste,Tampico,Tampico Madero,Tampico Madero F,Viva Vale,01/07/2026,76.29%,479597,3419278,3898875,2974509,924366,81,66,15,814,574,20,-10.74%,163644,-276190,439833,2,0,2,46,24,-82,76.29%,924365.64,15
Pacifico,Digital Baja Sur,Loreto Digital,Ejecutivo Loreto A,Vale Amigo,01/07/2026,94.17%,234208,1774194,2008402,1891391,117011,42,36,6,450,410,,-1.51%,362997,316995,46002,2,0,2,54,39,,94.17%,117011.09,6
Pacifico,Digital Baja Sur,Santa Rosalia Digital,Ejecutivo Santa Rosalia A,Vale Amigo,01/07/2026,98.93%,127070,1493970,1621040,1603676,17365,27,26,1,339,335,,0.42%,267240,270111,-2871,2,2,0,44,45,,98.93%,17364.88,1
Pacifico,Digital Baja Sur,Vizcaino Digital,Ejecutivo Vizcaino A,Vale Amigo,01/07/2026,100.00%,32266,371448,403714,403714,,15,15,,90,90,,0.00%,99417,99417,,2,2,,21,21,,100.00%,,
Pacifico,Digital Sonora Norte 2,Cananea Digital,Ejecutivo Cananea A,Vale Amigo,01/07/2026,66.71%,447966,4516857,4964823,3312199,1652624,100,60,40,1160,700,15,-8.19%,369049,-130100,499149,3,0,3,40,-22,-36,66.71%,1652623.62,40
Pacifico,Digital Sonora Norte 2,Imuris Digital,Ejecutivo Imuris A,Vale Amigo,01/07/2026,82.40%,358619,2557705,2916325,2402995,513329,72,51,21,561,419,0,-0.59%,61596,33972,27624,1,-1,2,13,2,0,82.40%,513329.11,21
Pacifico,Digital Sonora Norte 2,Nogales,Nogales A,Vale Amigo,01/07/2026,63.30%,1460522,8968989,10429512,6602218,3827293,178,88,90,2191,1203,,1.61%,439112,439112,0,2,2,0,51,65,-14,63.30%,3827293.3,90
Pacifico,Digital Sonora Norte 2,Nogales,Nogales B,Vale Amigo,01/07/2026,77.21%,1328814,8528127,9856942,7610833,2246108,168,92,76,2053,1325,88,1.39%,367168,415383,-48215,1,1,0,75,34,54,77.21%,2246108.38,76
Pacifico,Digital Sonora Norte 2,Santa Ana Digital,Ejecutivo Santa Ana A,Vale Amigo,01/07/2026,75.87%,409477,2911986,3321464,2519880,801584,65,45,20,614,395,38,-0.62%,101058,56706,44352,0,-1,1,1,-25,16,75.87%,801583.74,20
Pacifico,La Paz 1,La Paz,La Paz A,Vale Amigo,01/07/2026,73.77%,1239699,8493620,9733319,7180409,2552910,147,114,33,1566,1045,7,-1.83%,235082,-219,235301,3,4,-1,37,-4,7,73.77%,2552909.92,33
Pacifico,La Paz 1,La Paz,La Paz B,Vale Amigo,01/07/2026,62.71%,1258666,8355848,9614514,6028975,3585539,143,100,43,1542,864,19,-4.08%,269587,-211800,481388,3,1,2,47,14,-38,62.71%,3585538.8,43
Pacifico,La Paz 1,La Paz,La Paz C,Vale Amigo,01/07/2026,76.77%,953127,6404893,7358020,5649084,1708936,122,89,33,1215,837,7,-4.08%,226051,-117259,343310,2,-2,4,9,-35,-17,76.77%,1708936.38,33
Pacifico,La Paz 1,La Paz,La Paz D,Vale Amigo,01/07/2026,64.16%,1208780,7361860,8570640,5498498,3072142,153,81,72,1446,778,18,-6.69%,-52004,-610618,558614,-3,-8,5,-14,-52,-60,64.16%,3072142.37,72
Pacifico,La Paz 1,La Paz 2,La Paz 2 A,Vale Amigo,01/07/2026,84.67%,975872,5421394,6397266,5416310,980956,109,94,15,1005,723,80,0.90%,202890,227402,-24512,0,1,-1,15,10,3,84.67%,980955.62,15
Pacifico,La Paz 1,La Paz 2,La Paz 2 B,Vale Amigo,01/07/2026,57.31%,1260629,6192218,7452848,4271455,3181392,142,72,70,1331,621,,-0.28%,207635,98569,109065,0,-1,1,18,-7,,57.31%,3181392.34,70
Pacifico,La Paz 1,La Paz 2,La Paz 2 C,Vale Amigo,01/07/2026,67.77%,950518,5831502,6782020,4596140,2185880,104,65,39,1067,644,13,-2.46%,225817,-8307,234124,0,-5,5,46,15,-9,67.77%,2185879.85,39
Pacifico,La Paz 1,La Paz 2,La Paz 2 D,Vale Amigo,01/07/2026,67.93%,1342724,8018293,9361017,6358956,3002061,132,81,51,1546,898,26,1.01%,384606,351872,32733,2,1,1,8,12,-13,67.93%,3002061.49,51
Pacifico,La Paz 1,La Paz 2,La Paz 2 E,Vale Amigo,01/07/2026,70.34%,618952,3801356,4420307,3109127,1311180,74,49,25,762,476,6,-6.16%,17619,-259006,276625,-2,-6,4,-19,-49,-1,70.34%,1311179.98,25
Pacifico,La Paz 2,Cd.Constitución,Cd Constitucion A,Vale Amigo,01/07/2026,59.63%,1034074,6651485,7685559,4582521,3103039,96,72,24,1290,709,,-2.61%,34536,-179002,213538,-1,-2,1,-8,-36,,59.63%,3103038.78,24
Pacifico,La Paz 2,Cd.Constitución,Cd Constitucion B,Vale Amigo,01/07/2026,64.21%,691152,3793572,4484725,2879789,1604935,97,55,42,828,442,,-4.06%,81605,-126483,208088,0,-4,4,10,-18,-11,64.21%,1604935.34,42
Pacifico,La Paz 2,Cd.Constitución,Cd Constitucion C,Vale Amigo,01/07/2026,72.58%,904765,5179884,6084649,4416478,1668172,121,75,46,1172,753,4,-2.07%,227102,43865,183237,2,-1,3,17,-9,-6,72.58%,1668171.76,46
Pacifico,La Paz 2,La Paz 3,La Paz 3 A,Vale Amigo,01/07/2026,72.00%,700981,3713040,4414021,3177906,1236115,98,57,41,834,485,,-2.50%,-113265,-194568,81303,-3,-5,2,1,-14,-17,72.00%,1236115.14,41
Pacifico,La Paz 2,La Paz 3,La Paz 3 B,Vale Amigo,01/07/2026,60.62%,544506,3339433,3883938,2354283,1529655,83,41,42,728,329,39,0.77%,-251231,-120337,-130894,-2,-1,-1,-46,-11,-15,60.62%,1529655.15,42
Pacifico,La Paz 2,La Paz 3,La Paz 3 C,Vale Amigo,01/07/2026,61.23%,615114,3681858,4296972,2630860,1666112,89,56,33,772,391,25,2.24%,304707,276133,28575,3,2,1,38,22,7,61.23%,1666111.82,33
Pacifico,La Paz 2,La Paz 3,La Paz 3 D,Vale Amigo,01/07/2026,66.84%,903273,5203221,6106494,4081791,2024703,107,53,54,1104,611,15,0.91%,139522,147681,-8159,-2,-2,0,6,20,-20,66.84%,2024703.06,54
Pacifico,La Paz 2,La Paz 4,Ejecutivo La Paz 4 A,Vale Amigo,01/07/2026,100.00%,8000,201363,209363,209363,,11,11,,41,41,,0.00%,46300,46300,,2,2,,13,13,,100.00%,,
Pacifico,Los Cabos,Cabo San Lucas,Cabo San Lucas A,Vale Amigo,01/07/2026,81.67%,1301135,7942386,9243522,7548888,1694633,130,88,42,1572,1205,13,0.16%,79831,79831,0,1,1,0,-11,-11,0,81.67%,1694633.43,42
Pacifico,Los Cabos,Cabo San Lucas,Cabo San Lucas B,Vale Amigo,01/07/2026,61.32%,1058886,6473148,7532034,4618340,2913694,135,77,58,1482,774,36,2.23%,332548,364502,-31954,5,5,0,23,24,-9,61.32%,2913693.85,58
Pacifico,Los Cabos,Cabo San Lucas,Cabo San Lucas C,Viva Vale,01/07/2026,73.40%,910604,5974406,6885010,5053832,1831178,95,69,26,1280,936,,-0.03%,158910,114538,44373,-1,-4,3,14,14,-14,73.40%,1831178.18,26
Pacifico,Los Cabos,San Jose Del Cabo,San Jose Del Cabo A,Vale Amigo,01/07/2026,83.12%,1300499,7876348,9176847,7627917,1548929,142,113,29,1577,1238,,-1.05%,68816,-38184,107000,-2,-5,3,5,-4,-16,83.12%,1548929.26,29
Pacifico,Los Cabos,San Jose Del Cabo,San Jose Del Cabo B,Vale Amigo,01/07/2026,75.94%,1094650,5634174,6728824,5109573,1619251,122,81,41,1159,764,26,-1.04%,15294,-58046,73340,-1,-2,1,7,-34,17,75.94%,1619250.61,41
Pacifico,Los Cabos,San Jose Del Cabo,San Jose Del Cabo C,Viva Vale,01/07/2026,85.77%,705040,4843308,5548349,4758663,789685,85,70,15,1025,843,,1.36%,193646,239046,-45400,3,5,-2,27,41,,85.77%,789685.26,15
Pacifico,Mazatlan,La Cruz,La Cruz A,Vale Amigo,01/07/2026,73.99%,801713,3057335,3859048,2855279,1003769,131,94,37,639,408,,0.49%,71244,71244,0,-1,-1,0,3,3,,73.99%,1003768.67,37
Pacifico,Mazatlan,La Cruz,La Cruz B,Vale Amigo,01/07/2026,80.32%,753296,3571751,4325048,3473932,851116,118,96,22,660,488,5,0.63%,265607,239080,26527,0,-2,2,20,14,2,80.32%,851115.75,22
Pacifico,Mazatlan,La Cruz,La Cruz C,Viva Vale,01/07/2026,83.46%,780113,3335434,4115548,3434790,680757,126,105,21,720,557,7,-1.27%,150734,75378,75357,-4,-5,1,17,10,-3,83.46%,680757.17,21
Pacifico,Mazatlan,Mazatlán Centro,Mazatlán Centro A,Vale Amigo,01/07/2026,67.43%,926411,4125694,5052105,3406497,1645608,128,79,49,923,519,15,-1.46%,283078,121287,161791,-2,-4,2,12,-21,7,67.43%,1645607.74,49
Pacifico,Mazatlan,Mazatlán Centro,Mazatlán Centro B,Vale Amigo,01/07/2026,57.07%,884242,4154520,5038762,2875608,2163154,144,74,70,1002,472,10,0.51%,142630,106472,36157,0,-2,2,12,-2,3,57.07%,2163154.19,70
Pacifico,Mazatlan,Mazatlán Centro,Mazatlán Centro C,Vale Amigo,01/07/2026,50.79%,898785,4432043,5330828,2707630,2623198,158,75,83,1070,461,14,-0.97%,109192,4669,104523,1,-2,3,27,-9,14,50.79%,2623197.97,83
Pacifico,Mazatlan,Mazatlán Centro,Mazatlán Centro D,Vale Amigo,01/07/2026,45.96%,880527,3463189,4343715,1996478,2347237,144,60,84,938,305,17,-0.97%,-64360,-72464,8104,0,-3,3,-15,-14,-6,45.96%,2347236.92,84
Pacifico,Mazatlan,Mazatlán Centro,Mazatlán Centro E,Vale Amigo,01/07/2026,43.63%,1148939,4407566,5556505,2424174,3132331,202,66,136,1260,370,15,2.06%,184552,191287,-6735,0,0,0,7,-1,8,43.63%,3132331.2,136
Pacifico,Mazatlan,Mazatlán Centro,Mazatlan F,Viva Vale,01/07/2026,69.28%,665873,3415634,4081507,2827566,1253941,96,76,20,812,541,26,0.79%,102294,102294,0,1,1,0,23,9,14,69.28%,1253940.96,20
Pacifico,Mazatlan,Rosario,Rosario A,Vale Amigo,01/07/2026,57.92%,672612,3992006,4664618,2701708,1962911,97,41,56,926,394,55,-0.77%,-53316,-67156,13841,-3,-3,0,-7,-43,39,57.92%,1962910.55,56
Pacifico,Mazatlan,Rosario,Rosario B,Vale Amigo,01/07/2026,48.76%,593441,4471953,5065395,2469745,2595650,84,32,52,935,367,,-2.31%,72440,-79797,152237,0,-3,3,1,-24,-7,48.76%,2595649.92,52
Pacifico,Obregon,Obregón Centro 1,Cd. Obregón Centro A,Vale Amigo,01/07/2026,76.82%,879825,4935562,5815387,4467553,1347834,118,98,20,966,667,38,0.74%,73095,98486,-25391,0,1,-1,18,7,22,76.82%,1347833.79,20
Pacifico,Obregon,Obregón Centro 1,Cd. Obregón Centro B,Vale Amigo,01/07/2026,66.37%,1314912,6576704,7891616,5237635,2653981,183,116,67,1383,808,4,0.83%,176151,180779,-4628,-1,-1,0,-13,-2,-8,66.37%,2653981.04,67
Pacifico,Obregon,Obregón Centro 1,Cd. Obregón Centro C,Vale Amigo,01/07/2026,75.47%,765091,4234829,4999920,3773578,1226342,130,105,25,807,530,54,-2.78%,12624,-128982,141606,-1,-4,3,-1,-69,43,75.47%,1226341.81,25
Pacifico,Obregon,Obregón Centro 1,Cd. Obregón Centro D,Vale Amigo,01/07/2026,74.46%,1062175,5273897,6336072,4717601,1618470,144,94,50,1151,708,36,1.79%,244630,291071,-46441,2,2,0,15,21,3,74.46%,1618470.37,50
Pacifico,Obregon,Obregón Centro 1,Cd. Obregón Centro E,Vale Amigo,01/07/2026,54.69%,812663,4103741,4916404,2688796,2227609,132,62,70,920,396,3,-5.78%,143173,-197615,340788,-4,-5,1,-6,-41,-18,54.69%,2227608.78,70
Pacifico,Obregon,Obregón Esperanza,Cd. Obregón Esperanza A,Vale Amigo,01/07/2026,70.61%,757755,4787542,5545297,3915783,1629514,110,74,36,1062,661,6,0.54%,190231,163088,27142,-1,-3,2,12,14,-11,70.61%,1629513.91,36
Pacifico,Obregon,Obregón Esperanza,Cd. Obregón Esperanza B,Vale Amigo,01/07/2026,77.92%,856304,4569359,5425663,4227739,1197924,126,94,32,913,611,2,1.18%,380996,356551,24445,-1,-2,1,12,34,-33,77.92%,1197924.31,32
Pacifico,Obregon,Obregón Perisur,Cd. Obregón Perisur A,Vale Amigo,01/07/2026,73.98%,972398,5222009,6194407,4582741,1611665,139,104,35,1100,686,64,-2.03%,179403,10559,168843,2,0,2,21,-46,48,73.98%,1611665.41,35
Pacifico,Obregon,Obregón Perisur,Cd. Obregón Perisur B,Vale Amigo,01/07/2026,84.94%,949230,4983650,5932880,5039145,893734,153,127,26,1067,849,8,0.44%,150221,153299,-3078,2,1,1,6,11,-5,84.94%,893734.18,26
Pacifico,Obregon,Obregón Perisur,Cd. Obregón Perisur C,Vale Amigo,01/07/2026,70.93%,819853,3914354,4734206,3358034,1376172,138,96,42,868,528,9,1.57%,281811,269677,12133,5,5,0,15,17,0,70.93%,1376172.45,42
Pacifico,Obregon,Obregón Perisur,Cd. Obregón Perisur D,Vale Amigo,01/07/2026,69.41%,845003,4771977,5616981,3898879,1718102,136,79,57,1047,573,86,2.53%,177708,260894,-83186,-3,-2,-1,14,-4,42,69.41%,1718102.02,57
Pacifico,Sinaloa Centro,Culiacán Centro,Culiacan E,Viva Vale,01/07/2026,67.96%,894466,5207513,6101979,4147089,1954890,150,100,50,1173,750,,2.11%,539260,483819,55441,2,-1,3,53,39,,67.96%,1954890.27,50
Pacifico,Sinaloa Centro,Culiacán Centro,Culiacán Satelite A,Vale Amigo,01/07/2026,67.73%,626801,3636367,4263168,2887249,1375919,92,59,33,809,471,12,0.84%,41519,63704,-22185,-2,-1,-1,-2,16,-10,67.73%,1375919.03,33
Pacifico,Sinaloa Centro,Culiacán Centro,Culiacán Satelite B,Vale Amigo,01/07/2026,78.25%,549517,3518209,4067726,3182897,884829,87,65,22,721,533,10,1.04%,63692,91344,-27652,0,0,0,9,10,10,78.25%,884829.16,22
Pacifico,Sinaloa Centro,Culiacán Centro,Culiacán Satelite C,Vale Amigo,01/07/2026,70.34%,769948,3367709,4137657,2910261,1227395,97,57,40,807,465,20,-0.88%,16568,-24815,41383,-1,-3,2,-3,-18,0,70.34%,1227395.28,40
Pacifico,Sinaloa Centro,Culiacán Centro,Culiacán Satelite D,Vale Amigo,01/07/2026,60.04%,752307,4697728,5450035,3272213,2177822,111,59,52,1060,558,,-2.74%,199154,-24412,223566,0,-3,3,17,-27,,60.04%,2177821.87,52
Pacifico,Sinaloa Centro,Culiacán San Isidro,Culiacán San Isidro A,Vale Amigo,01/07/2026,76.74%,1086141,5641230,6727372,5162576,1564796,131,89,42,1219,831,26,-1.33%,231096,91196,139900,-1,-6,5,13,1,-24,76.74%,1564795.62,42
Pacifico,Sinaloa Centro,Culiacán San Isidro,Culiacán San Isidro B,Vale Amigo,01/07/2026,79.84%,788335,4717688,5506024,4396086,1109938,112,68,44,1037,701,39,2.02%,175127,247276,-72149,-4,-2,-2,19,16,24,79.84%,1109938.13,44
Pacifico,Sinaloa Centro,Culiacán San Isidro,Culiacán San Isidro C,Vale Amigo,01/07/2026,58.95%,982222,4834218,5816441,3428706,2387734,127,77,50,1062,543,7,1.56%,213098,213098,0,0,0,0,15,15,0,58.95%,2387734.26,50
Pacifico,Sinaloa Centro,Culiacán San Isidro,Culiacán San Isidro D,Vale Amigo,01/07/2026,58.11%,865893,4578786,5444679,3163691,2280989,122,67,55,1052,534,8,3.03%,292943,326195,-33252,0,0,0,14,13,8,58.11%,2280988.76,55
Pacifico,Sinaloa Centro,Guamuchil,Guamuchil A,Vale Amigo,01/07/2026,58.12%,1213505,6050599,7264104,4221731,3042372,213,145,68,1326,634,32,0.35%,41625,49565,-7940,-3,-3,0,7,5,2,58.12%,3042372.4,68
Pacifico,Sinaloa Centro,Guamuchil,Guamuchil B,Vale Amigo,01/07/2026,70.48%,833805,3755297,4589102,3234253,1354849,156,106,50,846,518,3,-2.25%,216982,54659,162323,-1,-6,5,18,-6,-11,70.48%,1354849.42,50
Pacifico,Sinaloa Centro,Guamuchil,Guamuchil C,Vale Amigo,01/07/2026,67.01%,697530,3459695,4157225,2785868,1371357,154,100,54,762,436,4,-2.42%,115077,-20865,135942,-5,-9,4,15,3,-9,67.01%,1371357,54
Pacifico,Sinaloa Sur 1,Costa Rica,Costa Rica A,Vale Amigo,01/07/2026,64.18%,826747,4854508,5681255,3646306,2034948,139,98,41,989,565,,0.34%,88438,75678,12760,1,-1,2,-2,-5,-3,64.18%,2034948.41,41
Pacifico,Sinaloa Sur 1,Costa Rica,Costa Rica B,Vale Amigo,01/07/2026,52.25%,903076,4858463,5761538,3010542,2750997,138,74,64,1004,431,10,1.14%,311347,225074,86273,1,1,0,20,20,-13,52.25%,2750996.57,64
Pacifico,Sinaloa Sur 1,El Dorado,El Dorado C,Viva Vale,01/07/2026,84.57%,351391,2204013,2555404,2161175,394229,92,79,13,506,409,5,-1.21%,121697,73566,48132,2,-2,4,-10,-15,-12,84.57%,394228.89,13
Pacifico,Sinaloa Sur 1,El Dorado,Eldorado A,Vale Amigo,01/07/2026,69.20%,882325,4043854,4926179,3408732,1517447,166,114,52,911,551,24,0.28%,25191,31356,-6165,-1,0,-1,-9,-27,23,69.20%,1517446.75,52
Pacifico,Sinaloa Sur 1,El Dorado,Eldorado B,Vale Amigo,01/07/2026,49.92%,1094142,4231206,5325349,2658297,2667051,167,93,74,959,433,9,0.98%,118773,110265,8508,3,1,2,5,-5,5,49.92%,2667051.1,74
Pacifico,Sinaloa Sur 1,Navolato,Navolato A,Vale Amigo,01/07/2026,69.37%,741232,3515700,4256932,2953006,1303926,133,88,45,887,516,41,2.86%,197691,253359,-55668,1,2,-1,31,31,13,69.37%,1303925.63,45
Pacifico,Sinaloa Sur 1,Navolato,Navolato B,Vale Amigo,01/07/2026,60.92%,674868,3312191,3987059,2429007,1558052,138,91,47,790,421,11,-1.37%,89068,930,88138,3,0,3,14,9,-21,60.92%,1558052.27,47
Pacifico,Sinaloa Sur 1,Navolato,Navolato C,Vale Amigo,01/07/2026,60.51%,749780,3351195,4100975,2481475,1619500,175,96,79,868,445,3,0.46%,95507,76356,19151,2,2,0,36,32,3,60.51%,1619499.58,79
Pacifico,Sinaloa Sur 1,Navolato,Navolato D,Viva Vale,01/07/2026,77.42%,698406,3231766,3930171,3042614,887557,148,115,33,845,614,14,0.13%,84504,70331,14173,-10,-10,0,13,2,8,77.42%,887557.44,33
Pacifico,Sonora Centro,Empalme,Empalme A,Vale Amigo,01/07/2026,84.36%,930200,6062495,6992694,5899130,1093564,91,77,14,1204,975,8,0.46%,356854,331491,25362,3,3,0,11,7,-1,84.36%,1093564.04,14
Pacifico,Sonora Centro,Empalme,Empalme B,Vale Amigo,01/07/2026,90.97%,738769,4389006,5127775,4664568,463207,93,84,9,979,841,40,-0.23%,-136286,-136286,0,0,0,0,5,-24,29,90.97%,463207.16,9
Pacifico,Sonora Centro,Empalme,Empalme C,Vale Amigo,01/07/2026,80.62%,753110,4101763,4854873,3914197,940676,115,79,36,977,691,19,2.27%,226042,287333,-61291,3,4,-1,19,23,8,80.62%,940675.92,36
Pacifico,Sonora Centro,Guaymas,Guaymas A,Vale Amigo,01/07/2026,79.56%,962644,4872708,5835352,4642885,1192466,109,87,22,1045,784,4,-0.91%,354346,232179,122167,3,2,1,4,-20,0,79.56%,1192466.28,22
Pacifico,Sonora Centro,Guaymas,Guaymas B,Vale Amigo,01/07/2026,74.80%,931870,4786758,5718628,4277427,1441201,111,82,29,1033,669,24,0.67%,227356,206627,20730,-1,-3,2,32,34,-14,74.80%,1441200.98,29
Pacifico,Sonora Centro,Guaymas,Guaymas C,Vale Amigo,01/07/2026,70.96%,777697,3884304,4662001,3308032,1353970,111,73,38,904,540,6,0.12%,31132,27472,3659,-2,-3,1,19,22,-8,70.96%,1353969.56,38
Pacifico,Sonora Centro,Guaymas,Guaymas D,Vale Amigo,01/07/2026,60.75%,985407,4578350,5563757,3379899,2183858,133,77,56,1211,565,28,0.66%,155179,129802,25377,2,2,0,22,22,-8,60.75%,2183857.9,56
Pacifico,Sonora Centro,Guaymas,Guaymas E,Vale Amigo,01/07/2026,70.15%,367230,2403445,2770675,1943702,826973,81,56,25,556,323,34,0.63%,149239,121133,28106,5,5,0,-9,-1,-5,70.15%,826973.42,25
Pacifico,Sonora Centro,Hermosillo,Hermosillo A,Vale Amigo,01/07/2026,71.99%,867320,5430652,6297972,4533844,1764128,138,98,40,1250,797,24,-0.04%,248456,176461,71995,5,3,2,38,25,6,71.99%,1764127.52,40
Pacifico,Sonora Centro,Hermosillo,Hermosillo B,Vale Amigo,01/07/2026,61.44%,1033418,7716517,8749935,5376323,3373612,139,93,46,1702,900,59,6.25%,636186,897688,-261502,5,8,-3,77,91,35,61.44%,3373612.18,46
Pacifico,Sonora Centro,Hermosillo,Hermosillo C,Vale Amigo,01/07/2026,58.26%,856544,5379245,6235789,3633257,2602531,103,57,46,1161,603,11,0.69%,166917,139190,27726,2,1,1,19,12,-1,58.26%,2602531.44,46
